Day,Month,Year,State,Temp_Min,Temp_Max,Rain_mm,Evaporation_mm,Sun_hours,Wind_Direction,Wind_Speed,Time_since_midnight,Temp_9am,RH_9am,Cld_9am,Dir_9am,Spd_9am,MSLP_9am,Temp_3pm,RH_3pm,Cld_3pm,Dir_3pm,Spd_3pm,MSLP_3pm,Temp_Diff,Rain_Indicator,Tomorrow_Rain_Indicator,Tomorrow_Rain_mm
19,10,2023,QLD,15.5,25.8,0.0,9.4,11.3,3.0,28.0,934,22.0,48.0,3.0,6.0,7,1023.5,25.2,35.0,1.0,12.0,7.0,1018.4,10.3,0,0,0.0
20,10,2023,QLD,16.2,27.7,0.0,7.8,10.8,10.0,30.0,940,23.4,49.0,7.0,12.0,7,1020.1,25.9,48.0,1.0,5.0,13.0,1015.8,11.5,0,0,0.0
21,10,2023,QLD,16.0,28.4,0.0,6.6,12.1,9.0,24.0,967,23.9,50.0,2.0,16.0,4,1019.7,25.9,51.0,1.0,10.0,13.0,1015.5,12.4,0,0,0.0
22,10,2023,QLD,19.5,29.1,0.0,8.0,11.1,9.0,33.0,1005,25.5,52.0,1.0,9.0,7,1017.2,27.4,54.0,1.0,9.0,13.0,1011.9,9.6,0,0,0.0
23,10,2023,QLD,20.0,29.7,0.0,10.6,10.9,5.0,35.0,1056,26.9,51.0,1.0,9.0,6,1015.2,27.2,56.0,1.0,5.0,15.0,1010.8,9.7,0,0,0.0
24,10,2023,QLD,20.1,28.9,0.0,9.4,10.0,9.0,41.0,1004,26.2,59.0,1.0,5.0,9,1016.8,26.6,60.0,4.0,9.0,13.0,1013.8,8.799999999999997,0,0,0.0
25,10,2023,QLD,19.0,29.6,0.0,9.2,11.6,9.0,37.0,837,26.7,54.0,3.0,16.0,7,1016.8,27.2,58.0,0.0,5.0,11.0,1012.0,10.6,0,0,0.0
26,10,2023,QLD,20.6,29.9,0.0,10.2,9.9,3.0,33.0,891,27.2,45.0,3.0,7.0,7,1014.6,25.1,59.0,7.0,3.0,15.0,1012.7,9.299999999999995,0,1,4.0
27,10,2023,QLD,18.4,23.9,4.0,8.4,2.7,2.0,31.0,796,21.8,57.0,7.0,13.0,7,1018.8,17.4,88.0,8.0,2.0,11.0,1019.9,5.5,1,1,10.8
28,10,2023,QLD,14.9,25.3,10.8,4.6,11.2,6.0,41.0,844,21.7,46.0,2.0,2.0,9,1024.9,22.9,39.0,6.0,11.0,13.0,1022.0,10.4,1,0,0.0
29,10,2023,QLD,14.7,24.5,0.0,9.6,10.7,5.0,26.0,949,22.0,49.0,6.0,7.0,6,1022.7,23.2,47.0,1.0,10.0,11.0,1018.3,9.8,0,0,0.0
30,10,2023,QLD,15.5,27.4,0.0,6.4,12.4,9.0,33.0,1014,22.9,51.0,3.0,8.0,6,1020.4,25.8,48.0,1.0,9.0,11.0,1014.5,11.9,0,0,0.0
31,10,2023,QLD,15.2,29.7,0.0,8.0,11.8,5.0,31.0,996,25.7,46.0,0.0,1.0,4,1015.9,28.6,51.0,1.0,9.0,11.0,1010.3,14.5,0,0,0.0
1,11,2023,QLD,20.3,27.8,0.0,9.6,10.5,11.0,37.0,1041,25.5,48.0,3.0,11.0,9,1016.6,25.0,48.0,2.0,11.0,19.0,1015.1,7.5,0,0,0.0
2,11,2023,QLD,15.9,26.4,0.0,10.0,10.2,5.0,26.0,874,23.1,51.0,3.0,3.0,7,1020.5,24.3,44.0,1.0,5.0,13.0,1017.4,10.499999999999998,0,0,0.0
3,11,2023,QLD,16.0,25.3,0.0,8.0,4.4,10.0,30.0,840,22.6,63.0,7.0,10.0,9,1019.9,23.7,55.0,7.0,10.0,11.0,1016.4,9.3,0,1,4.2
4,11,2023,QLD,18.6,26.2,4.2,4.8,5.7,9.0,28.0,1051,24.0,60.0,7.0,5.0,9,1019.6,24.6,57.0,7.0,9.0,11.0,1017.3,7.599999999999998,1,1,1.8
5,11,2023,QLD,18.8,22.7,1.8,6.2,2.6,11.0,24.0,1182,22.1,77.0,7.0,4.0,6,1021.3,22.2,78.0,7.0,11.0,13.0,1019.5,3.899999999999999,1,1,5.6
6,11,2023,QLD,17.4,23.8,5.6,3.4,2.0,11.0,24.0,899,22.0,72.0,7.0,6.0,7,1022.5,23.4,56.0,7.0,3.0,13.0,1020.1,6.400000000000002,1,1,1.8
7,11,2023,QLD,15.1,24.9,1.8,3.8,5.5,3.0,26.0,656,23.3,56.0,6.0,6.0,6,1021.6,22.8,62.0,7.0,10.0,7.0,1019.0,9.8,1,1,0.8
8,11,2023,QLD,15.6,26.4,0.8,6.0,11.8,10.0,26.0,882,24.8,52.0,7.0,10.0,7,1021.0,24.9,46.0,2.0,10.0,13.0,1017.6,10.8,1,0,0.0
9,11,2023,QLD,15.2,27.8,0.0,8.0,12.8,10.0,28.0,751,24.5,48.0,6.0,10.0,9,1020.2,26.1,41.0,1.0,5.0,9.0,1016.4,12.6,0,1,0.6
10,11,2023,QLD,18.6,27.4,0.6,8.0,5.6,3.0,30.0,987,22.6,72.0,7.0,9.0,7,1019.9,26.6,52.0,3.0,5.0,9.0,1016.6,8.799999999999997,1,1,12.2
11,11,2023,QLD,16.4,26.3,12.2,5.2,6.0,5.0,26.0,918,20.6,85.0,7.0,3.0,9,1022.5,25.1,55.0,3.0,5.0,11.0,1019.6,9.900000000000002,1,0,0.0
12,11,2023,QLD,16.9,28.2,0.0,4.4,12.0,9.0,26.0,956,24.9,60.0,5.0,5.0,6,1021.9,26.7,48.0,2.0,5.0,11.0,1017.9,11.3,0,0,0.0
13,11,2023,QLD,19.2,30.3,0.0,9.0,12.6,10.0,28.0,725,26.4,47.0,1.0,16.0,4,1016.6,27.7,51.0,1.0,5.0,11.0,1012.9,11.1,0,0,0.0
14,11,2023,QLD,20.5,28.3,0.0,8.6,7.9,9.0,28.0,1091,23.2,73.0,8.0,10.0,4,1017.0,27.4,55.0,1.0,5.0,11.0,1012.3,7.800000000000001,0,0,0.0
15,11,2023,QLD,20.9,31.8,0.0,7.6,10.1,9.0,28.0,965,28.1,53.0,1.0,1.0,4,1012.8,28.0,63.0,6.0,9.0,13.0,1009.2,10.900000000000002,0,0,0.0
16,11,2023,QLD,23.0,33.3,0.0,7.2,5.9,10.0,22.0,916,27.1,70.0,7.0,9.0,4,1010.4,31.8,51.0,7.0,9.0,7.0,1006.3,10.299999999999995,0,0,0.0
17,11,2023,QLD,23.8,32.8,0.0,6.1,7.7,6.0,43.0,1077,29.8,51.0,6.0,4.0,4,1009.3,25.6,61.0,7.0,11.0,15.0,1010.5,8.999999999999996,0,0,0.0
18,11,2023,QLD,18.2,26.9,0.0,9.6,12.7,3.0,31.0,844,23.6,46.0,7.0,6.0,7,1021.0,25.4,38.0,1.0,10.0,15.0,1018.7,8.7,0,0,0.0
19,11,2023,QLD,16.8,28.6,0.0,9.4,9.6,10.0,26.0,771,25.5,51.0,6.0,10.0,7,1022.3,25.3,55.0,7.0,10.0,13.0,1019.9,11.8,0,1,4.8
20,11,2023,QLD,20.3,23.2,4.8,7.6,0.0,5.0,24.0,547,23.3,72.0,8.0,5.0,6,1020.9,22.3,68.0,8.0,5.0,7.0,1019.0,2.8999999999999986,1,1,33.0
21,11,2023,QLD,18.9,26.1,33.0,1.6,3.0,10.0,28.0,765,22.7,85.0,8.0,10.0,4,1020.4,22.2,88.0,8.0,10.0,11.0,1017.8,7.200000000000003,1,1,1.2
22,11,2023,QLD,22.1,27.8,1.2,3.6,3.0,10.0,24.0,819,24.4,80.0,7.0,1.0,6,1020.0,24.7,68.0,8.0,9.0,7.0,1017.1,5.699999999999999,1,1,0.8
23,11,2023,QLD,19.0,27.9,0.8,5.2,8.1,10.0,30.0,452,24.2,69.0,7.0,9.0,6,1020.3,25.1,60.0,7.0,5.0,11.0,1018.2,8.899999999999999,1,0,0.0
24,11,2023,QLD,19.5,27.1,0.0,5.6,10.3,3.0,30.0,541,25.6,48.0,7.0,3.0,13,1019.3,26.0,54.0,3.0,5.0,11.0,1016.9,7.600000000000001,0,1,8.6
25,11,2023,QLD,19.5,26.6,8.6,7.6,0.0,3.0,20.0,802,22.6,80.0,8.0,6.0,6,1017.1,23.9,68.0,8.0,5.0,6.0,1014.0,7.100000000000001,1,1,0.2
26,11,2023,QLD,18.5,29.1,0.2,4.0,9.4,16.0,22.0,707,26.3,56.0,7.0,8.0,6,1014.6,27.9,52.0,7.0,5.0,7.0,1011.7,10.6,1,0,0.0
27,11,2023,QLD,19.0,30.6,0.0,7.6,8.6,9.0,28.0,966,27.8,55.0,7.0,5.0,4,1013.1,27.5,60.0,8.0,9.0,9.0,1009.9,11.6,0,1,4.6
28,11,2023,QLD,20.9,27.6,4.6,5.0,0.0,10.0,26.0,755,23.0,83.0,8.0,7.0,2,1014.0,21.9,89.0,8.0,5.0,4.0,1011.3,6.700000000000003,1,1,20.2
29,11,2023,QLD,20.0,30.5,20.2,4.8,6.7,9.0,22.0,936,25.4,77.0,7.0,7.0,4,1008.5,29.5,62.0,3.0,9.0,7.0,1004.6,10.5,1,0,0.0
30,11,2023,QLD,21.3,34.6,0.0,5.0,12.4,4.0,31.0,782,28.8,38.0,1.0,15.0,7,1007.4,34.3,23.0,3.0,4.0,13.0,1003.6,13.3,0,0,0.0
1,12,2023,QLD,22.3,35.3,0.0,11.8,9.8,14.0,56.0,1067,32.1,27.0,7.0,13.0,6,1008.3,31.5,35.0,5.0,9.0,9.0,1004.7,12.999999999999996,0,1,20.6
2,12,2023,QLD,19.5,32.5,20.6,9.8,13.0,4.0,31.0,51,27.0,63.0,1.0,7.0,7,1010.3,30.2,55.0,2.0,5.0,7.0,1007.3,13.0,1,0,0.0
3,12,2023,QLD,22.4,34.5,0.0,7.4,12.5,5.0,26.0,936,29.5,43.0,5.0,7.0,7,1013.2,31.2,46.0,7.0,5.0,13.0,1010.2,12.1,0,0,0.0
4,12,2023,QLD,22.3,31.4,0.0,7.8,9.9,10.0,30.0,837,27.4,67.0,7.0,6.0,6,1015.7,28.4,60.0,7.0,10.0,15.0,1013.2,9.099999999999998,0,0,0.0
5,12,2023,QLD,22.1,30.6,0.0,7.8,11.5,10.0,28.0,885,26.9,63.0,4.0,5.0,6,1018.5,28.6,60.0,2.0,10.0,13.0,1015.4,8.5,0,0,0.0
6,12,2023,QLD,21.6,32.4,0.0,8.4,12.8,5.0,24.0,856,28.6,55.0,1.0,5.0,4,1017.6,29.8,57.0,1.0,10.0,13.0,1014.4,10.799999999999995,0,0,0.0
7,12,2023,QLD,20.4,31.1,0.0,8.6,13.1,10.0,20.0,856,28.1,56.0,3.0,10.0,7,1018.4,29.6,53.0,1.0,10.0,11.0,1015.7,10.700000000000005,0,0,0.0
8,12,2023,QLD,21.6,31.1,0.0,7.6,11.1,5.0,26.0,785,27.7,58.0,6.0,5.0,7,1020.1,29.0,54.0,1.0,10.0,13.0,1016.5,9.5,0,0,0.0
9,12,2023,QLD,22.1,29.6,0.0,8.2,10.1,10.0,26.0,579,27.1,57.0,7.0,10.0,11,1017.7,28.1,53.0,3.0,10.0,11.0,1015.4,7.5,0,0,0.0
10,12,2023,QLD,21.0,29.9,0.0,7.4,11.8,10.0,31.0,726,27.9,53.0,7.0,10.0,13,1017.9,28.0,55.0,5.0,10.0,15.0,1015.2,8.899999999999999,0,0,0.0
11,12,2023,QLD,22.0,29.3,0.0,10.8,11.9,3.0,31.0,650,27.5,45.0,2.0,10.0,11,1017.7,28.0,47.0,7.0,5.0,11.0,1015.3,7.300000000000001,0,0,0.0
12,12,2023,QLD,22.6,30.5,0.0,10.4,10.3,10.0,28.0,746,28.3,51.0,7.0,3.0,11,1018.1,28.6,49.0,2.0,10.0,15.0,1015.4,7.899999999999999,0,0,0.0
13,12,2023,QLD,21.1,30.6,0.0,9.6,11.2,5.0,26.0,961,27.2,53.0,7.0,5.0,7,1017.8,28.9,44.0,6.0,9.0,9.0,1014.3,9.5,0,0,0.0
14,12,2023,QLD,22.2,32.1,0.0,8.0,11.0,9.0,30.0,1134,28.8,50.0,5.0,16.0,6,1013.7,30.6,56.0,2.0,9.0,11.0,1009.4,9.900000000000002,0,0,0.0
15,12,2023,QLD,24.5,34.3,0.0,8.8,6.0,7.0,46.0,1001,28.0,64.0,8.0,15.0,2,1010.0,32.3,51.0,5.0,9.0,11.0,1005.7,9.799999999999995,0,1,23.8
16,12,2023,QLD,22.8,33.0,23.8,7.8,8.6,3.0,35.0,1027,29.1,64.0,1.0,5.0,7,1009.0,29.1,70.0,7.0,9.0,9.0,1005.7,10.2,1,1,4.8
17,12,2023,QLD,23.0,34.2,4.8,7.0,11.8,5.0,31.0,1005,31.1,55.0,7.0,13.0,6,1010.8,31.6,55.0,3.0,5.0,13.0,1009.4,11.200000000000005,1,0,0.0
18,12,2023,QLD,25.0,32.1,0.0,8.0,11.0,10.0,28.0,807,30.0,60.0,6.0,9.0,7,1015.6,29.9,60.0,2.0,9.0,11.0,1013.3,7.100000000000001,0,0,0.0
19,12,2023,QLD,23.0,31.5,0.0,8.0,11.4,9.0,28.0,964,27.8,62.0,5.0,16.0,6,1015.9,29.5,55.0,1.0,10.0,13.0,1012.5,8.5,0,0,0.0
20,12,2023,QLD,23.4,30.6,0.0,8.0,10.5,10.0,28.0,796,28.4,58.0,7.0,3.0,7,1013.0,28.5,61.0,7.0,5.0,11.0,1009.4,7.200000000000003,0,1,0.2
21,12,2023,QLD,23.9,27.9,0.2,9.0,0.0,2.0,28.0,1083,26.0,77.0,8.0,7.0,4,1011.9,27.0,65.0,8.0,10.0,11.0,1009.4,4.0,1,1,11.8
22,12,2023,QLD,20.2,28.2,11.8,3.6,2.0,2.0,24.0,687,22.0,83.0,8.0,7.0,6,1013.0,26.5,61.0,8.0,7.0,7.0,1010.7,8.0,1,1,0.2
23,12,2023,QLD,19.0,29.4,0.2,3.8,11.4,14.0,26.0,1395,26.0,54.0,1.0,9.0,6,1013.5,27.6,58.0,2.0,10.0,13.0,1008.8,10.4,1,1,13.4
24,12,2023,QLD,20.4,27.1,13.4,7.8,1.8,4.0,50.0,699,27.0,69.0,7.0,1.0,9,1008.5,20.2,89.0,8.0,16.0,7.0,1006.3,6.700000000000003,1,1,35.4
25,12,2023,QLD,19.1,32.9,35.4,4.4,0.0,4.0,39.0,1263,26.6,70.0,7.0,4.0,4,1008.6,30.3,63.0,1.0,10.0,15.0,1005.0,13.799999999999995,1,1,7.8
26,12,2023,QLD,21.1,32.3,7.8,8.4,8.7,12.0,50.0,995,28.1,66.0,3.0,14.0,6,1010.0,28.2,65.0,6.0,6.0,9.0,1007.7,11.199999999999996,1,1,83.6
27,12,2023,QLD,19.9,32.1,83.6,13.6,11.3,5.0,24.0,1142,27.7,67.0,4.0,1.0,6,1012.8,30.6,63.0,2.0,10.0,13.0,1008.3,12.200000000000005,1,1,0.2
28,12,2023,QLD,21.7,36.1,0.2,6.6,13.0,5.0,24.0,1040,31.2,56.0,1.0,7.0,4,1012.2,34.2,43.0,1.0,5.0,9.0,1008.5,14.400000000000002,1,0,0.0
29,12,2023,QLD,23.8,38.3,0.0,8.2,12.6,4.0,26.0,756,30.8,55.0,1.0,0.0,0,1011.8,34.5,35.0,6.0,5.0,9.0,1008.2,14.499999999999996,0,0,0.0
30,12,2023,QLD,25.7,27.8,0.0,8.6,0.0,7.0,24.0,569,27.6,63.0,7.0,13.0,7,1011.1,23.6,83.0,8.0,5.0,9.0,1009.3,2.1000000000000014,0,1,5.8
31,12,2023,QLD,19.9,30.4,5.8,4.6,11.5,6.0,35.0,1309,27.5,65.0,7.0,10.0,9,1014.9,29.9,57.0,4.0,10.0,11.0,1013.7,10.5,1,1,13.8
1,1,2024,QLD,21.7,24.3,13.8,14.2,0.3,11.0,28.0,1058,22.8,88.0,8.0,13.0,7,1019.7,23.5,87.0,8.0,12.0,6.0,1017.1,2.6000000000000014,1,1,33.4
2,1,2024,QLD,20.4,27.6,33.4,0.0,0.0,6.0,35.0,1069,22.7,92.0,8.0,6.0,6,1017.0,24.0,86.0,8.0,6.0,7.0,1014.8,7.200000000000003,1,1,12.4
3,1,2024,QLD,20.6,30.9,12.4,3.2,7.8,11.0,26.0,959,27.3,59.0,7.0,12.0,9,1014.9,30.1,51.0,7.0,12.0,6.0,1011.8,10.299999999999995,1,0,0.0
4,1,2024,QLD,22.5,31.6,0.0,5.4,8.3,10.0,20.0,764,27.1,68.0,7.0,14.0,7,1014.3,30.0,59.0,7.0,3.0,11.0,1011.6,9.1,0,0,0.0
5,1,2024,QLD,23.1,31.1,0.0,6.2,6.7,6.0,28.0,1397,27.9,64.0,7.0,6.0,7,1015.4,28.4,59.0,7.0,11.0,15.0,1014.2,8.0,0,1,0.2
6,1,2024,QLD,22.6,27.3,0.2,7.2,2.2,6.0,35.0,632,26.4,61.0,8.0,2.0,9,1017.6,25.4,69.0,8.0,11.0,13.0,1016.8,4.699999999999999,1,1,0.2
7,1,2024,QLD,21.1,28.7,0.2,6.0,9.6,11.0,30.0,873,27.1,62.0,7.0,6.0,11,1018.5,27.3,60.0,7.0,3.0,13.0,1015.8,7.599999999999998,1,1,4.2
8,1,2024,QLD,21.7,29.3,4.2,6.0,2.3,10.0,22.0,874,24.9,93.0,7.0,0.0,0,1015.8,26.1,86.0,7.0,3.0,6.0,1013.1,7.600000000000001,1,1,17.8
9,1,2024,QLD,24.0,30.4,17.8,3.2,2.6,0.0,26.4652278177458,0,27.0,80.0,8.0,0.0,0,1014.3,29.8,66.0,7.0,10.0,11.0,1010.9,6.399999999999999,1,1,1.6
10,1,2024,QLD,23.9,32.1,1.6,3.4,8.0,5.0,22.0,910,28.9,73.0,7.0,11.0,4,1014.3,29.6,67.0,6.0,10.0,11.0,1011.8,8.200000000000003,1,1,1.0
11,1,2024,QLD,21.9,29.9,1.0,7.0,7.1,3.0,31.0,881,24.1,89.0,7.0,0.0,0,1016.0,29.3,54.0,7.0,11.0,15.0,1015.2,8.0,1,1,2.8
12,1,2024,QLD,21.2,30.0,2.8,6.6,5.0,6.0,39.0,844,24.3,83.0,8.0,12.0,9,1016.6,28.3,66.0,6.0,11.0,17.0,1014.4,8.8,1,1,26.6
13,1,2024,QLD,22.3,30.9,26.6,6.0,8.1,12.0,30.0,533,26.5,74.0,7.0,6.0,13,1013.9,30.3,60.0,1.0,11.0,13.0,1011.1,8.599999999999998,1,1,0.2
14,1,2024,QLD,21.4,33.2,0.2,7.4,12.9,11.0,33.0,1066,28.3,58.0,6.0,12.0,9,1013.1,31.2,54.0,1.0,11.0,11.0,1009.9,11.800000000000004,1,1,0.6
15,1,2024,QLD,23.8,29.2,0.6,8.0,4.1,10.0,30.0,677,27.4,80.0,7.0,2.0,6,1012.0,27.6,76.0,7.0,11.0,9.0,1010.7,5.399999999999999,1,1,14.2
16,1,2024,QLD,22.6,28.1,14.2,5.6,5.5,6.0,26.0,839,28.1,73.0,4.0,6.0,7,1011.8,24.5,86.0,7.0,11.0,9.0,1010.3,5.5,1,1,9.4
17,1,2024,QLD,22.4,30.3,9.4,4.8,9.0,10.0,22.0,835,26.8,81.0,8.0,3.0,6,1010.5,29.0,68.0,7.0,10.0,11.0,1007.0,7.900000000000002,1,1,0.6
18,1,2024,QLD,24.9,32.8,0.6,5.9,5.6,4.0,20.0,1242,29.1,72.0,7.0,0.0,0,1007.3,31.6,65.0,7.0,5.0,9.0,1003.2,7.899999999999999,1,1,19.8
19,1,2024,QLD,23.3,34.0,19.8,5.4,11.7,10.0,19.0,866,29.3,73.0,7.0,7.0,4,1007.0,32.7,65.0,7.0,9.0,7.0,1004.3,10.7,1,1,5.8
20,1,2024,QLD,24.2,31.5,5.8,6.6,6.8,3.0,28.0,91,27.3,86.0,7.0,6.0,6,1010.0,30.7,66.0,6.0,10.0,11.0,1007.6,7.300000000000001,1,1,0.4
21,1,2024,QLD,24.6,33.5,0.4,6.4,11.2,10.0,20.0,868,29.3,75.0,5.0,15.0,4,1010.1,32.7,52.0,1.0,9.0,9.0,1006.9,8.899999999999999,1,0,0.0
22,1,2024,QLD,24.6,35.7,0.0,8.4,10.8,3.0,35.0,1035,31.7,66.0,0.0,11.0,4,1007.7,34.2,57.0,3.0,5.0,11.0,1005.1,11.1,0,0,0.0
23,1,2024,QLD,24.5,28.1,0.0,10.8,0.1,6.0,24.0,717,25.8,69.0,8.0,6.0,9,1012.5,26.4,66.0,7.0,6.0,11.0,1011.4,3.6000000000000014,0,0,0.0
24,1,2024,QLD,21.7,30.0,0.0,5.6,12.5,10.0,26.0,822,27.8,62.0,4.0,11.0,11,1014.8,29.1,49.0,2.0,10.0,13.0,1012.7,8.3,0,0,0.0
25,1,2024,QLD,20.8,31.8,0.0,9.2,12.7,9.0,24.0,980,28.1,62.0,5.0,5.0,4,1014.5,31.1,53.0,1.0,9.0,7.0,1011.0,11.0,0,0,0.0
26,1,2024,QLD,23.1,32.1,0.0,8.0,3.1,5.0,24.0,836,28.2,70.0,7.0,15.0,2,1010.4,29.4,80.0,7.0,9.0,7.0,1006.0,9.0,0,0,0.0
27,1,2024,QLD,27.2,34.9,0.0,4.4,9.6,9.0,30.0,896,32.0,65.0,7.0,15.0,4,1005.7,32.0,69.0,7.0,9.0,13.0,1002.3,7.699999999999999,0,1,61.6
28,1,2024,QLD,24.4,29.8,61.6,8.0,2.0,13.0,31.0,176,24.6,97.0,8.0,7.0,9,1007.9,28.0,82.0,7.0,11.0,4.0,1006.3,5.400000000000002,1,1,7.0
29,1,2024,QLD,24.5,31.4,7.0,2.8,1.9,3.0,26.0,926,28.6,83.0,7.0,11.0,9,1011.0,30.6,72.0,7.0,3.0,11.0,1007.8,6.899999999999999,1,1,22.4
30,1,2024,QLD,25.5,30.0,22.4,3.6,0.0,3.0,35.0,778,27.1,91.0,8.0,3.0,7,1009.6,28.0,77.0,8.0,11.0,6.0,1008.6,4.5,1,1,2.0
31,1,2024,QLD,23.2,30.8,2.0,4.2,10.1,11.0,33.0,983,27.9,61.0,7.0,6.0,9,1010.0,30.3,54.0,3.0,11.0,13.0,1007.9,7.600000000000001,1,1,0.2
1,2,2024,QLD,22.6,31.6,0.2,9.8,11.4,6.0,30.0,637,27.6,64.0,1.0,6.0,13,1010.4,30.2,58.0,6.0,11.0,13.0,1008.3,9.0,1,0,0.0
2,2,2024,QLD,21.6,32.9,0.0,8.4,12.6,5.0,22.0,983,27.4,66.0,1.0,4.0,6,1008.7,31.9,53.0,1.0,5.0,9.0,1004.5,11.299999999999995,0,0,0.0
3,2,2024,QLD,23.9,31.8,0.0,7.6,11.1,10.0,26.0,1002,28.5,70.0,6.0,11.0,9,1012.1,31.0,65.0,1.0,10.0,13.0,1010.4,7.900000000000002,0,0,0.0
4,2,2024,QLD,23.8,31.1,0.0,8.2,6.9,5.0,22.0,881,28.6,69.0,7.0,4.0,2,1013.4,29.1,71.0,7.0,5.0,9.0,1011.5,7.300000000000001,0,0,0.0
5,2,2024,QLD,23.1,31.6,0.0,6.4,12.0,10.0,24.0,794,29.4,52.0,1.0,5.0,6,1012.9,30.4,60.0,1.0,10.0,13.0,1009.0,8.5,0,0,0.0
6,2,2024,QLD,24.8,33.1,0.0,8.8,9.4,5.0,24.0,915,29.3,65.0,7.0,5.0,4,1011.7,31.9,59.0,6.0,9.0,9.0,1008.2,8.3,0,0,0.0
7,2,2024,QLD,24.8,30.3,0.0,7.8,2.5,3.0,35.0,755,29.0,68.0,7.0,6.0,11,1013.7,28.7,69.0,7.0,3.0,17.0,1012.9,5.5,0,1,1.2
8,2,2024,QLD,21.9,30.5,1.2,6.6,10.0,6.0,31.0,726,27.9,67.0,6.0,2.0,7,1016.7,29.6,57.0,5.0,6.0,11.0,1015.0,8.600000000000001,1,1,3.4
9,2,2024,QLD,21.3,27.9,3.4,8.0,1.0,2.0,20.0,608,23.8,82.0,8.0,7.0,9,1018.1,26.3,72.0,8.0,6.0,9.0,1015.6,6.599999999999998,1,1,2.2
10,2,2024,QLD,22.5,27.3,2.2,3.8,0.4,6.0,24.0,667,25.7,75.0,8.0,2.0,6,1017.1,25.1,84.0,8.0,3.0,7.0,1015.4,4.800000000000001,1,1,5.0
11,2,2024,QLD,21.6,30.6,5.0,2.6,9.2,6.0,33.0,742,27.2,75.0,6.0,13.0,6,1017.6,29.1,54.0,7.0,6.0,15.0,1015.5,9.0,1,1,1.8
12,2,2024,QLD,21.3,29.8,1.8,7.4,10.5,3.0,37.0,885,27.5,65.0,5.0,3.0,11,1019.0,27.6,66.0,6.0,3.0,13.0,1016.9,8.5,1,1,0.8
13,2,2024,QLD,21.3,28.8,0.8,9.8,4.2,3.0,26.0,582,26.4,67.0,7.0,11.0,6,1018.4,27.6,55.0,7.0,3.0,9.0,1015.5,7.5,1,0,0.0
14,2,2024,QLD,21.9,31.9,0.0,6.0,7.2,10.0,26.0,871,27.1,66.0,7.0,15.0,2,1015.7,30.5,57.0,3.0,10.0,11.0,1011.9,10.0,0,1,0.4
15,2,2024,QLD,24.2,29.1,0.4,7.4,0.8,3.0,28.0,1002,27.6,68.0,7.0,6.0,7,1016.5,28.1,65.0,7.0,11.0,7.0,1015.7,4.900000000000002,1,1,183.6
16,2,2024,QLD,22.3,27.4,183.6,7.4,0.0,10.0,26.0,49,22.6,97.0,8.0,11.0,4,1019.3,23.1,88.0,8.0,6.0,4.0,1018.6,5.099999999999998,1,1,20.8
17,2,2024,QLD,20.1,30.1,20.8,4.0,11.3,6.0,30.0,934,27.2,73.0,3.0,7.0,6,1020.4,28.5,63.0,3.0,11.0,11.0,1017.7,10.0,1,1,0.2
18,2,2024,QLD,21.3,30.7,0.2,7.2,12.2,3.0,31.0,757,27.1,67.0,5.0,2.0,9,1019.0,28.7,58.0,2.0,3.0,13.0,1015.8,9.4,1,1,0.4
19,2,2024,QLD,21.5,29.1,0.4,7.2,6.6,6.0,20.0,1041,27.9,65.0,3.0,11.0,6,1016.2,25.7,75.0,7.0,10.0,7.0,1014.5,7.600000000000001,1,1,4.0
20,2,2024,QLD,20.0,31.2,4.0,6.0,12.4,3.0,26.0,957,25.5,69.0,1.0,7.0,6,1014.9,29.1,64.0,4.0,10.0,13.0,1012.1,11.2,1,0,0.0
21,2,2024,QLD,21.5,31.7,0.0,7.4,11.4,10.0,22.0,975,26.9,66.0,7.0,13.0,4,1015.2,30.7,55.0,7.0,10.0,7.0,1011.2,10.2,0,0,0.0
22,2,2024,QLD,22.5,33.1,0.0,7.0,11.4,5.0,22.0,997,27.6,73.0,7.0,4.0,6,1014.9,31.3,56.0,6.0,5.0,7.0,1011.2,10.6,0,0,0.0
23,2,2024,QLD,22.5,34.5,0.0,6.8,12.0,9.0,20.0,1072,29.7,68.0,1.0,10.0,6,1013.8,33.5,55.0,1.0,5.0,9.0,1008.7,12.0,0,1,1.0
24,2,2024,QLD,25.7,31.2,1.0,7.2,1.9,13.0,24.0,693,28.6,76.0,7.0,8.0,2,1012.1,28.3,79.0,8.0,14.0,6.0,1010.0,5.5,1,1,5.4
25,2,2024,QLD,22.9,30.0,5.4,4.6,3.2,3.0,24.0,936,25.0,88.0,7.0,13.0,6,1014.5,28.9,63.0,7.0,3.0,13.0,1011.8,7.100000000000001,1,1,0.8
26,2,2024,QLD,23.1,32.3,0.8,4.0,12.2,5.0,20.0,853,28.8,69.0,4.0,12.0,6,1014.6,31.0,60.0,1.0,5.0,9.0,1011.6,9.199999999999996,1,0,0.0
27,2,2024,QLD,24.6,30.6,0.0,7.4,9.2,3.0,31.0,954,29.1,67.0,5.0,11.0,6,1016.4,29.6,61.0,3.0,3.0,13.0,1014.8,6.0,0,0,0.0
28,2,2024,QLD,21.9,30.9,0.0,8.4,11.7,3.0,26.0,1013,28.1,60.0,4.0,11.0,6,1019.3,30.6,52.0,1.0,3.0,11.0,1017.2,9.0,0,0,0.0
